                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.7262,                 1.2976,                 1.7063,                0.63013,                0.71311,                0.72646,                 0.3573,                 1.7492,                 1.2764,                 1.3296,              0.0016832,              0.0016832,              0.0016832
                     18,                  1.736,                 1.2979,                  1.727,                0.58275,                0.68852,                0.67112,                0.32977,                 1.8293,                 1.3277,                 1.3935,              0.0016634,              0.0016634,              0.0016634
                     19,                 1.7326,                 1.3113,                 1.7502,                0.56469,                0.71311,                0.65701,                0.30059,                 1.8084,                 1.6336,                 1.3692,              0.0016436,              0.0016436,              0.0016436
                     20,                 1.7083,                 1.2917,                  1.705,                0.63116,                 0.7459,                0.70708,                0.32808,                 1.8163,                 1.3622,                 1.3871,              0.0016238,              0.0016238,              0.0016238
                     21,                 1.6834,                   1.34,                 1.6828,                0.54324,                0.66393,                0.60629,                0.27971,                 1.8323,                  1.446,                 1.3918,               0.001604,               0.001604,               0.001604
                     22,                 1.6489,                 1.2378,                 1.6674,                0.64339,                0.72464,                0.67951,                0.31585,                 1.8351,                 1.4254,                 1.3888,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.7375,                 1.2478,                 1.7012,                0.61605,                0.65759,                0.64866,                0.28072,                 1.8615,                 1.4488,                 1.3687,              0.0015644,              0.0015644,              0.0015644
                     24,                 1.6207,                  1.203,                 1.6382,                0.69248,                0.70492,                0.70454,                0.31536,                 1.8358,                 1.3583,                 1.3523,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.6261,                 1.2123,                 1.6139,                0.71603,                0.70273,                0.73484,                0.32088,                    1.8,                 1.3383,                 1.3362,              0.0015248,              0.0015248,              0.0015248
                     26,                 1.6274,                 1.2104,                 1.6383,                 0.6809,                0.72951,                0.73053,                0.36097,                 1.6908,                 1.2605,                 1.2983,               0.001505,               0.001505,               0.001505
                     27,                 1.6301,                 1.1897,                 1.6108,                0.65207,                0.66393,                0.69692,                 0.3129,                 1.8108,                 1.2578,                 1.3312,              0.0014852,              0.0014852,              0.0014852
                     28,                 1.5911,                 1.1382,                 1.6071,                0.63374,                0.72951,                0.70944,                  0.321,                 1.8165,                 1.3666,                 1.3703,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.5784,                 1.1542,                 1.5856,                0.73228,                0.69672,                0.71672,                0.26245,                 1.9059,                 1.5341,                 1.3933,              0.0014456,              0.0014456,              0.0014456
                     30,                 1.5708,                  1.107,                 1.6196,                0.72399,                0.73102,                0.71958,                0.33882,                 1.8086,                 1.3296,                 1.3391,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.5739,                 1.0858,                 1.5825,                0.60592,                 0.7623,                0.68875,                0.35017,                 1.7187,                 1.3717,                 1.3493,               0.001406,               0.001406,               0.001406
                     32,                 1.5711,                 1.1079,                 1.5724,                0.59316,                0.71704,                0.63831,                0.30258,                 1.7916,                  1.355,                  1.342,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.5651,                 1.1274,                 1.5771,                0.55507,                0.71311,                0.64542,                0.27246,                 1.8981,                 1.4527,                  1.384,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.5727,                 1.0593,                 1.5912,                0.61697,                 0.7459,                0.69298,                0.31619,                 1.8563,                 1.3625,                 1.3479,              0.0013466,              0.0013466,              0.0013466
                     35,                  1.528,                 1.0568,                 1.5477,                0.65777,                 0.7623,                0.68834,                0.32743,                 1.8657,                 1.2432,                 1.3725,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.5529,                  1.078,                 1.5593,                0.71324,                0.71311,                0.74042,                0.32261,                  1.816,                 1.3832,                 1.3163,               0.001307,               0.001307,               0.001307
                     37,                 1.5057,                 1.0281,                 1.5493,                0.61267,                 0.7459,                0.64103,                0.24151,                 2.0733,                 1.4004,                 1.4193,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.5137,                 1.0493,                 1.5549,                0.68866,                0.68033,                0.68074,                0.30167,                 1.9471,                 1.3436,                 1.3602,              0.0012674,              0.0012674,              0.0012674
                     39,                  1.523,                 1.0377,                 1.5746,                 0.6502,                0.72131,                0.70835,                0.29953,                 1.9613,                 1.3184,                 1.3489,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.5419,                 1.0582,                 1.5697,                0.65412,                0.69758,                0.65695,                0.26446,                 1.9935,                 1.4689,                 1.3995,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.5574,                 1.0456,                 1.5652,                0.71162,                0.70492,                 0.7056,                0.33247,                 1.7647,                 1.2952,                 1.3201,               0.001208,               0.001208,               0.001208
                     42,                 1.5094,                 1.0052,                 1.5193,                0.57064,                0.65574,                0.59669,                0.25237,                 2.0637,                  1.459,                 1.4605,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.5732,                 1.0301,                 1.5876,                0.59688,                0.74033,                0.67514,                0.30815,                 1.8002,                 1.4208,                 1.3289,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.4766,                0.99737,                 1.5175,                0.64063,                0.69672,                0.66951,                0.30464,                 1.8738,                  1.313,                  1.356,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.5011,                0.97469,                 1.5359,                0.61118,                0.72151,                0.66531,                0.29334,                 1.9394,                 1.3956,                 1.3716,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.4457,                0.94275,                 1.4999,                0.64668,                0.67213,                0.67374,                0.28752,                 1.8458,                 1.4379,                 1.3388,               0.001109,               0.001109,               0.001109
                     47,                 1.4794,                0.96283,                 1.5025,                 0.5988,                0.72951,                0.66306,                0.33099,                 1.7883,                 1.3745,                 1.3169,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.4265,                0.93819,                  1.504,                 0.7158,                0.70492,                0.70439,                0.34634,                 1.8455,                 1.3225,                   1.33,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.5113,                0.95938,                 1.5309,                0.65313,                0.61738,                0.62827,                0.26766,                 1.9775,                 1.3805,                 1.4042,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.4355,                0.92389,                 1.5021,                0.58419,                0.70249,                0.65183,                0.28702,                 1.8951,                 1.3134,                 1.3572,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.4385,                0.92396,                 1.5035,                0.74719,                0.70492,                0.71378,                0.31614,                 1.8548,                 1.2881,                 1.3176,                0.00101,                0.00101,                0.00101
                     52,                 1.4389,                0.91226,                 1.4849,                0.59222,                0.61902,                0.60462,                 0.2661,                   1.91,                  1.438,                 1.3679,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.4088,                0.88025,                 1.4426,                0.73048,                0.69672,                 0.7122,                0.34145,                 1.7787,                 1.2896,                 1.3194,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.4232,                0.88983,                  1.481,                0.63067,                 0.7541,                0.67345,                0.32018,                  1.757,                 1.2456,                 1.3157,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.4053,                0.89303,                 1.4805,                0.67371,                0.79545,                0.71834,                  0.329,                  1.808,                 1.2337,                 1.3165,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.3999,                0.91772,                  1.483,                0.65017,                0.77049,                0.70326,                0.31313,                 1.8178,                 1.2497,                 1.3252,               0.000911,               0.000911,               0.000911
                     57,                 1.3855,                0.88636,                  1.475,                0.75148,                0.72951,                0.72659,                0.36232,                 1.8001,                 1.1865,                 1.3127,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.4166,                0.90174,                 1.4515,                0.67213,                0.77049,                0.73372,                0.36366,                 1.7632,                 1.2018,                 1.3104,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.4001,                0.85706,                 1.4556,                0.66577,                0.76741,                0.69379,                0.32768,                  1.868,                 1.2464,                 1.3498,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.3977,                0.88908,                 1.4563,                0.71771,                0.72131,                0.73314,                0.33462,                 1.8565,                 1.2419,                 1.3484,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.4465,                0.88724,                 1.4999,                0.62665,                0.71311,                0.64133,                0.30302,                 1.8085,                 1.2859,                 1.3536,               0.000812,               0.000812,               0.000812
                     62,                 1.4049,                0.87653,                 1.4687,                0.63422,                0.72131,                0.64823,                   0.26,                 2.0149,                 1.4459,                 1.3945,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.3958,                0.87109,                 1.4481,                0.76104,                0.72951,                0.73952,                0.32761,                 1.9599,                 1.2194,                 1.4226,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.3777,                0.86325,                 1.4281,                0.71934,                0.72951,                0.73807,                0.33842,                 1.8446,                 1.1951,                 1.3283,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.3447,                0.83381,                  1.455,                0.64656,                 0.7541,                0.68404,                0.31437,                 1.8599,                 1.2703,                 1.3486,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.3687,                0.84681,                 1.4528,                0.67853,                0.72951,                0.70687,                  0.324,                 1.8553,                 1.2995,                 1.3374,               0.000713,               0.000713,               0.000713
                     67,                 1.3766,                0.83303,                 1.4693,                 0.6574,                 0.7459,                0.68625,                 0.3385,                 1.8249,                 1.2539,                 1.3369,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.3892,                0.83854,                 1.4754,                0.64825,                0.77039,                0.66518,                0.28119,                 1.9786,                 1.3702,                 1.3555,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.3776,                0.84049,                 1.4551,                0.70754,                0.77049,                0.70508,                0.31047,                 1.9023,                 1.2744,                 1.3581,              0.0006536,              0.0006536,              0.0006536
                     70,                  1.339,                0.81747,                  1.419,                0.68333,                0.72131,                0.66918,                0.29667,                 1.9204,                 1.2796,                  1.344,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.3641,                0.83292,                 1.4287,                 0.7094,                0.70492,                0.69799,                0.31508,                 1.8537,                 1.2297,                 1.3518,               0.000614,               0.000614,               0.000614
                     72,                 1.3551,                0.82733,                 1.4277,                0.65758,                0.70492,                 0.6908,                0.29616,                 1.9208,                 1.2158,                 1.3549,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.3448,                  0.819,                 1.4303,                0.63222,                0.76089,                0.66033,                0.29786,                  1.853,                 1.2971,                  1.358,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.3366,                0.83866,                 1.4083,                0.70742,                0.75311,                0.73482,                0.30337,                 1.9156,                 1.3314,                 1.3587,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.3227,                0.78018,                 1.4134,                0.74232,                 0.7377,                0.73293,                0.31583,                  1.909,                 1.2304,                 1.3644,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.3431,                0.81814,                 1.4395,                0.59587,                 0.7459,                0.67307,                  0.292,                 1.8024,                 1.2475,                 1.3252,               0.000515,               0.000515,               0.000515
                     77,                 1.3106,                 0.8026,                 1.4057,                0.62991,                 0.7623,                0.65772,                0.27401,                 2.0013,                  1.342,                 1.4266,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.3054,                0.79591,                 1.3986,                0.58911,                0.78689,                0.69666,                  0.314,                 1.8635,                 1.2471,                 1.3572,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.2927,                0.76731,                 1.3863,                 0.6438,                0.72951,                0.70135,                0.33302,                 1.8544,                 1.2027,                 1.3256,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.3389,                0.78586,                 1.4095,                0.71382,                0.71311,                0.72015,                0.29069,                 1.9581,                 1.2132,                 1.3626,              0.0004358,              0.0004358,              0.0004358
                     81,                   1.31,                0.77846,                 1.4072,                0.69133,                0.72951,                0.69747,                0.29327,                 1.9496,                 1.1945,                 1.3937,               0.000416,               0.000416,               0.000416
                     82,                 1.2928,                 0.7781,                 1.3925,                0.65932,                0.72951,                0.66871,                0.28774,                 1.8801,                 1.2907,                 1.3505,              0.0003962,              0.0003962,              0.0003962
                     83,                 1.2632,                 0.7634,                 1.3496,                0.73432,                0.71311,                 0.7263,                0.29985,                 1.9824,                  1.233,                 1.3918,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.2932,                 0.7731,                 1.4283,                0.63577,                0.68033,                0.65537,                0.29802,                 1.8854,                 1.3371,                 1.3478,              0.0003566,              0.0003566,              0.0003566
                     85,                 1.3032,                0.78178,                 1.4044,                0.65276,                0.68033,                 0.6413,                0.28428,                 1.9351,                 1.2882,                 1.3696,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.2612,                0.74954,                 1.3746,                0.63096,                 0.7541,                 0.6791,                0.33492,                 1.8287,                 1.1826,                 1.3285,               0.000317,               0.000317,               0.000317
                     87,                 1.2989,                0.76798,                 1.4171,                0.66156,                0.75305,                0.69787,                0.30652,                 1.9337,                  1.252,                 1.3756,              0.0002972,              0.0002972,              0.0002972
                     88,                 1.2733,                0.75024,                 1.3847,                 0.6755,                 0.7623,                0.72433,                0.32056,                 1.9604,                 1.2204,                  1.379,              0.0002774,              0.0002774,              0.0002774
                     89,                 1.2411,                   0.72,                 1.3797,                0.69499,                0.70492,                0.70915,                 0.3482,                 1.7757,                 1.2424,                 1.3072,              0.0002576,              0.0002576,              0.0002576
                     90,                  1.283,                0.72997,                 1.3829,                0.66983,                0.71506,                0.68624,                0.31702,                  1.891,                 1.2227,                 1.3474,              0.0002378,              0.0002378,              0.0002378
                     91,                 1.2823,                 0.7573,                 1.3911,                0.64516,                 0.7541,                0.67876,                0.30069,                 1.8838,                  1.263,                 1.3582,               0.000218,               0.000218,               0.000218
                     92,                 1.3014,                0.72719,                 1.4207,                0.65703,                0.72231,                0.68108,                0.30462,                 1.8865,                 1.2653,                 1.3595,              0.0001982,              0.0001982,              0.0001982
                     93,                 1.2486,                0.73039,                 1.3597,                0.71369,                0.70492,                 0.6969,                0.32288,                 1.8599,                 1.2091,                 1.3588,              0.0001784,              0.0001784,              0.0001784
                     94,                 1.2747,                 0.7582,                 1.3821,                0.67271,                0.70762,                 0.6941,                0.30682,                 1.9039,                 1.2505,                 1.3647,              0.0001586,              0.0001586,              0.0001586
                     95,                 1.2272,                0.72146,                 1.3619,                0.65302,                0.72504,                0.67471,                0.31838,                 1.8476,                 1.2454,                  1.344,              0.0001388,              0.0001388,              0.0001388
                     96,                 1.2595,                0.74986,                 1.3619,                0.64964,                 0.7459,                0.67639,                0.31256,                 1.8392,                 1.2662,                 1.3314,               0.000119,               0.000119,               0.000119
                     97,                 1.2086,                0.71325,                 1.3786,                0.66359,                0.74376,                0.67428,                0.29598,                 1.9445,                 1.2509,                 1.3764,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 1.2566,                 0.7333,                   1.37,                0.66922,                 0.7377,                0.67905,                0.29557,                 1.9037,                 1.2367,                 1.3564,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                 1.2153,                0.70481,                 1.3398,                0.66476,                0.72951,                0.67979,                0.30499,                 1.8858,                  1.234,                 1.3519,               5.96e-05,               5.96e-05,               5.96e-05
